no_of_times_sold,photo,custom_label,product_name,seller_id,price,date_of_listing,quantity,is_active
-1,http://thumbs.ebaystatic.com/pict/2634373941166464_1.jpg,B0001CUMXM,"b'SE 612FS 12-Inch Self-Locking Straight Forceps, Stainless Steel'",23,10.13,2018-01-15,2,True
